paragraph_id,author,book,topic,text,label
great_expectations_TAmbit_P14,dickens,great_expectations,Ambition and Self-Improvement,"We dined on these occasions in the kitchen, and adjourned, for the nuts
and oranges and apples to the parlour; which was a change very like
Joe’s change from his working-clothes to his Sunday dress. My sister
was uncommonly lively on the present occasion, and indeed was generally
more gracious in the society of Mrs. Hubble than in other company. I
remember Mrs. Hubble as a little curly sharp-edged person in sky-blue,
who held a conventionally juvenile position, because she had married
Mr. Hubble,—I don’t know at what remote period,—when she was much
younger than he. I remember Mr Hubble as a tough, high-shouldered,
stooping old man, of a sawdusty fragrance, with his legs
extraordinarily wide apart: so that in my short days I always saw some
miles of open country between them when I met him coming up the lane.",0
great_expectations_TAmbit_P14,dickens,great_expectations,Ambition and Self-Improvement,"On such occasions we took our repast in the kitchen, and thereafter withdrew to the parlour for nuts, oranges, and apples—a shift as familiar as Joe’s transformation from his labouring garb to his Sunday attire. My sister was uncommonly animated on this present occasion, and indeed generally more gracious in the society of Mrs. Hubble than in other companies. I recall Mrs. Hubble as a petite, curly, sharp‑edged figure attired in sky‑blue, who held a conventionally juvenile station, owing to her marriage to Mr. Hubble—though I know not at what remote epoch—when she was considerably younger than he. Mr. Hubble I remember as a rugged, high‑shouldered, stooping old man, redolent of sawdust, with his legs set extraordinarily wide apart; thus, in my brief years, I always perceived a stretch of open country between them when I encountered him approaching up the lane.",1
great_expectations_TAmbit_P15,dickens,great_expectations,Ambition and Self-Improvement,"The company murmured their compliments. Uncle Pumblechook, sensible of
having deserved well of his fellow-creatures, said,—quite vivaciously,
all things considered,—“Well, Mrs. Joe, we’ll do our best endeavours;
let us have a cut at this same pie.”",0
great_expectations_TAmbit_P15,dickens,great_expectations,Ambition and Self-Improvement,"The assemblage murmured their approbation. Uncle Pumblechook, sensible of having merited well of his fellow‑creatures, declared—rather vivaciously, all things considered—“Well, Mrs. Joe, we shall endeavour our utmost; let us have a slice of this very pie.”",1
great_expectations_TAmbit_P16,dickens,great_expectations,Ambition and Self-Improvement,"“Has she been gone long, Joe?” I always treated him as a larger species
of child, and as no more than my equal.",0
great_expectations_TAmbit_P16,dickens,great_expectations,Ambition and Self-Improvement,"“Has she been absent long, Joe?” I inquired, ever regarding him as a more mature sort of child, and scarcely more than my peer.",1
great_expectations_TAmbit_P17,dickens,great_expectations,Ambition and Self-Improvement,"“You must know,” said my sister, rising, “it’s a pie; a savory pork
pie.”",0
great_expectations_TAmbit_P17,dickens,great_expectations,Ambition and Self-Improvement,"“It is a pie,” announced my sister, rising, “a savory pork pie.”",1
great_expectations_TAmbit_P18,dickens,great_expectations,Ambition and Self-Improvement,"“And please, what’s Hulks?” said I.",0
great_expectations_TAmbit_P18,dickens,great_expectations,Ambition and Self-Improvement,"“And pray, what are the Hulks?” I inquired.",1
great_expectations_TAmbit_P19,dickens,great_expectations,Ambition and Self-Improvement,"“Yonder,” said I, pointing; “over there, where I found him nodding
asleep, and thought it was you.”",0
great_expectations_TAmbit_P19,dickens,great_expectations,Ambition and Self-Improvement,"“Yonder,” said I, gesturing, “over yonder, where I discovered him nodding asleep, and mistook him for you.”",1
great_expectations_TAmbit_P20,dickens,great_expectations,Ambition and Self-Improvement,"“Take notice, guard,—he tried to murder me,” were his first words.",0
great_expectations_TAmbit_P20,dickens,great_expectations,Ambition and Self-Improvement,"“Take heed, guard,” he began, “this man endeavoured to murder me.”",1
great_expectations_TAmbit_P21,dickens,great_expectations,Ambition and Self-Improvement,"Joe gave a reproachful cough, as much as to say, “Well, I told you so.”",0
great_expectations_TAmbit_P21,dickens,great_expectations,Ambition and Self-Improvement,"Joe emitted a reproachful cough, as though to say, “Well, I told you so.”",1
great_expectations_TAmbit_P22,dickens,great_expectations,Ambition and Self-Improvement,"My sister went out to get it. I heard her steps proceed to the pantry.
I saw Mr. Pumblechook balance his knife. I saw reawakening appetite in
the Roman nostrils of Mr. Wopsle. I heard Mr. Hubble remark that “a bit
of savory pork pie would lay atop of anything you could mention, and do
no harm,” and I heard Joe say, “You shall have some, Pip.” I have never
been absolutely certain whether I uttered a shrill yell of terror,
merely in spirit, or in the bodily hearing of the company. I felt that
I could bear no more, and that I must run away. I released the leg of
the table, and ran for my life.",0
great_expectations_TAmbit_P22,dickens,great_expectations,Ambition and Self-Improvement,"My sister departed to fetch it. I heard her footsteps retreat toward the pantry. I observed Mr. Pumblechook poising his knife. I perceived the rekindling of appetite in Mr. Wopsle’s Roman nostrils. I heard Mr. Hubble observe that “a morsel of savory pork pie would crown any fare and do no harm,” and I heard Joe assure, “You shall have some, Pip.” I could not ascertain with certainty whether I uttered a shrill cry of terror, merely in spirit, or aloud amidst the company. I felt that I could endure no more, and that flight was imperative. I relinquished my grasp upon the table leg and fled for my life.",1
great_expectations_TAmbit_P23,dickens,great_expectations,Ambition and Self-Improvement,"Joe had got his coat and waistcoat and cravat off, and his leather
apron on, and passed into the forge. One of the soldiers opened its
wooden windows, another lighted the fire, another turned to at the
bellows, the rest stood round the blaze, which was soon roaring. Then
Joe began to hammer and clink, hammer and clink, and we all looked on.",0
great_expectations_TAmbit_P23,dickens,great_expectations,Ambition and Self-Improvement,"Joe divested himself of coat and waistcoat, cravat loosened, and donned his leather apron before entering the forge. One of the soldiers threw open the wooden casements, another kindled the fire, a third turned to the bellows, while the remainder stood about the blaze, which soon rose to a fierce roar. Then Joe commenced his hammering—clink, clink, clink—as we all looked on.",1
great_expectations_TAmbit_P24,dickens,great_expectations,Ambition and Self-Improvement,"“Churchyard!” repeated my sister. “If it warn’t for me you’d have been
to the churchyard long ago, and stayed there. Who brought you up by
hand?”",0
great_expectations_TAmbit_P24,dickens,great_expectations,Ambition and Self-Improvement,"“Churchyard!” repeated my sister. “Had it not been for me, you would long since have been laid in the churchyard and remained there. Who, pray, brought you up by hand?”",1
great_expectations_TAmbit_P25,dickens,great_expectations,Ambition and Self-Improvement,"She was not a good-looking woman, my sister; and I had a general
impression that she must have made Joe Gargery marry her by hand. Joe
was a fair man, with curls of flaxen hair on each side of his smooth
face, and with eyes of such a very undecided blue that they seemed to
have somehow got mixed with their own whites. He was a mild,
good-natured, sweet-tempered, easy-going, foolish, dear fellow,—a sort
of Hercules in strength, and also in weakness.",0
great_expectations_TAmbit_P25,dickens,great_expectations,Ambition and Self-Improvement,"My sister was not comely, and I formed the impression that she must have compelled Joe Gargery to wed her by sheer force of hand. Joe was a fair man, adorned with curls of flaxen hue upon each side of his smooth countenance, and possessed eyes of such an indecisive blue that they seemed to have mingled with their own whites. He bore a mild, good‑natured, sweet‑tempered, easy‑going, foolish, dear disposition—a veritable Hercules in both strength and frailty.",1
great_expectations_TAmbit_P26,dickens,great_expectations,Ambition and Self-Improvement,"All these things I saw without then knowing that I saw them, for I was
in an agony of apprehension. But beginning to perceive that the
handcuffs were not for me, and that the military had so far got the
better of the pie as to put it in the background, I collected a little
more of my scattered wits.",0
great_expectations_TAmbit_P26,dickens,great_expectations,Ambition and Self-Improvement,"I beheld all these occurrences, yet at the moment I knew not that I perceived them, for I was gripped by an agony of dread. However, as I began to discern that the handcuffs were not destined for me, and that the military had, for the time being, gained the upper hand over the pie, relegating it to the background, I gathered together a fragment of my scattered senses.",1
great_expectations_TAmbit_P27,dickens,great_expectations,Ambition and Self-Improvement,"The effort of resolution necessary to the achievement of this purpose I
found to be quite awful. It was as if I had to make up my mind to leap
from the top of a high house, or plunge into a great depth of water.
And it was made the more difficult by the unconscious Joe. In our
already-mentioned freemasonry as fellow-sufferers, and in his
good-natured companionship with me, it was our evening habit to compare
the way we bit through our slices, by silently holding them up to each
other’s admiration now and then,—which stimulated us to new exertions.
To-night, Joe several times invited me, by the display of his fast
diminishing slice, to enter upon our usual friendly competition; but he
found me, each time, with my yellow mug of tea on one knee, and my
untouched bread and butter on the other. At last, I desperately
considered that the thing I contemplated must be done, and that it had
best be done in the least improbable manner consistent with the
circumstances. I took advantage of a moment when Joe had just looked at
me, and got my bread and butter down my leg.",0
great_expectations_TAmbit_P27,dickens,great_expectations,Ambition and Self-Improvement,"The resolve required to accomplish this purpose struck me as utterly formidable; it felt akin to resolving to leap from the summit of a lofty edifice, or to plunge into a profound abyss. Moreover, the insensible Joe rendered the task yet more arduous. In the fellowship we had already noted—our mutual suffering—and in his genial companionship, it had become our evening custom to compare, in silent homage, the manner in which we each dispatched our slices of bread, holding them aloft for mutual appraisal, thereby spurring each other to fresh endeavour. This evening, Joe repeatedly offered, by exhibiting his rapidly dwindling slice, to renew our accustomed friendly rivalry; yet each time he found me with my yellow mug of tea poised upon one knee and my untouched bread and butter resting upon the other. At length, compelled by desperation, I concluded that the contemplated act must be undertaken, and that it ought to be effected in the least implausible manner befitting the circumstances. I seized the moment when Joe had just turned his gaze toward me, and slipped my bread and butter down my leg.",1
great_expectations_TAmbit_P28,dickens,great_expectations,Ambition and Self-Improvement,"I said I had been down to hear the Carols. “Ah! well!” observed Mrs.
Joe. “You might ha’ done worse.” Not a doubt of that I thought.",0
great_expectations_TAmbit_P28,dickens,great_expectations,Ambition and Self-Improvement,"I remarked that I had descended to listen to the carols. “Ah, well!” observed Mrs. Joe. “You might have fared worse.” I entertained no doubt of this.",1
great_expectations_TAmbit_P29,dickens,great_expectations,Ambition and Self-Improvement,"My sister made a dive at me, and fished me up by the hair, saying
nothing more than the awful words, “You come along and be dosed.”",0
great_expectations_TAmbit_P29,dickens,great_expectations,Ambition and Self-Improvement,"My sister lunged at me, seized me by the hair, and, without further utterance, pronounced the dreadful words: “Come along and be dosed.”",1
great_expectations_TAmbit_P30,dickens,great_expectations,Ambition and Self-Improvement,“_Who’s_ firing?” said I.,0
great_expectations_TAmbit_P30,dickens,great_expectations,Ambition and Self-Improvement,"“Who, then, is discharging their weapons?” I inquired.",1
great_expectations_TAmbit_P31,dickens,great_expectations,Ambition and Self-Improvement,"He held me by the collar and stared at me so, that I began to think his
first idea about cutting my throat had revived.",0
great_expectations_TAmbit_P31,dickens,great_expectations,Ambition and Self-Improvement,He gripped me by the collar and fixed his stare upon me with such intensity that I began to suspect his original notion of cutting my throat had been rekindled.,1
great_expectations_TAmbit_P32,dickens,great_expectations,Ambition and Self-Improvement,"“I don’t expect it to do me any good. I don’t want it to do me more
good than it does now,” said my convict, with a greedy laugh. “I took
him. He knows it. That’s enough for me.”",0
great_expectations_TAmbit_P32,dickens,great_expectations,Ambition and Self-Improvement,"“I anticipate no benefit therefrom,” declared the convict with a greedy chuckle, “nor do I desire it to avail me more than it already does. I apprehended him; he is aware of the fact; that suffices me.”",1
great_expectations_TAmbit_P33,dickens,great_expectations,Ambition and Self-Improvement,"“I say, you know!” muttered Joe, shaking his head at me in very serious
remonstrance. “Pip, old chap! You’ll do yourself a mischief. It’ll
stick somewhere. You can’t have chawed it, Pip.”",0
great_expectations_TAmbit_P33,dickens,great_expectations,Ambition and Self-Improvement,"“I say, you know!” muttered Joe, shaking his head at me in grave admonition. “Pip, old fellow, you shall bring harm upon yourself; it will lodge somewhere; you cannot have chewed it, Pip.”",1
great_expectations_TAmbit_P34,dickens,great_expectations,Ambition and Self-Improvement,"Mrs. Joe, who always took explanations upon herself, said, snappishly,
“Escaped. Escaped.” Administering the definition like Tar-water.",0
great_expectations_TAmbit_P34,dickens,great_expectations,Ambition and Self-Improvement,"Mrs. Joe, ever inclined to assume the mantle of explicator, snapped, “Escaped. Escaped.” She delivered the pronouncement as though administering a dose of tar‑water.",1
great_expectations_TAmbit_P35,dickens,great_expectations,Ambition and Self-Improvement,“It’s just gone half past two.”,0
great_expectations_TAmbit_P35,dickens,great_expectations,Ambition and Self-Improvement,"“It is but half past two,” she noted.",1
great_expectations_TAmbit_P36,dickens,great_expectations,Ambition and Self-Improvement,"“Once more,” said the man, staring at me. “Give it mouth!”",0
great_expectations_TAmbit_P36,dickens,great_expectations,Ambition and Self-Improvement,"“Once more,” the man intoned, fixing his gaze upon me, “utter it aloud!”",1
great_expectations_TAmbit_P37,dickens,great_expectations,Ambition and Self-Improvement,"“Ha!” he muttered then, considering. “Who d’ye live with,—supposin’
you’re kindly let to live, which I han’t made up my mind about?”",0
great_expectations_TAmbit_P37,dickens,great_expectations,Ambition and Self-Improvement,"“Ha!” he muttered, pondering, “With whom dost thou dwell, assuming thou art permitted to live—a matter I have not yet resolved upon?”",1
great_expectations_TAmbit_P38,dickens,great_expectations,Ambition and Self-Improvement,Chapter IV.,0
great_expectations_TAmbit_P38,dickens,great_expectations,Ambition and Self-Improvement,Chapter IV.,1
great_expectations_TAmbit_P39,dickens,great_expectations,Ambition and Self-Improvement,"At the same time, he hugged his shuddering body in both his
arms,—clasping himself, as if to hold himself together,—and limped
towards the low church wall. As I saw him go, picking his way among the
nettles, and among the brambles that bound the green mounds, he looked
in my young eyes as if he were eluding the hands of the dead people,
stretching up cautiously out of their graves, to get a twist upon his
ankle and pull him in.",0
great_expectations_TAmbit_P39,dickens,great_expectations,Ambition and Self-Improvement,"Simultaneously, he clasped his trembling frame within both arms, embracing himself as though to hold his very being together, and limp‑footed toward the low church wall. As I watched him depart, threading his path amid nettles and brambles that encircled the verdant mounds, he lifted his gaze to my youthful eyes, as if seeking to elude the grasp of the dead, whose skeletal hands reached timidly from their graves to seize his ankle and draw him down.",1
great_expectations_TAmbit_P40,dickens,great_expectations,Ambition and Self-Improvement,"He was already handing mincemeat down his throat in the most curious
manner,—more like a man who was putting it away somewhere in a violent
hurry, than a man who was eating it,—but he left off to take some of
the liquor. He shivered all the while so violently, that it was quite
as much as he could do to keep the neck of the bottle between his
teeth, without biting it off.",0
great_expectations_TAmbit_P40,dickens,great_expectations,Ambition and Self-Improvement,He was already thrusting mincemeat down his gullet in a most singular fashion—resembling less a man partaking of sustenance than one hurriedly stowing it away in some concealed receptacle—yet he paused to swallow a draught of liquor. His frame shuddered with such violence that he could scarcely retain the bottle’s neck between his teeth without risking a bite.,1
great_expectations_TAmbit_P41,dickens,great_expectations,Ambition and Self-Improvement,"“Yes, sir.”",0
great_expectations_TAmbit_P41,dickens,great_expectations,Ambition and Self-Improvement,"“Indeed, sir.”",1
great_expectations_TAmbit_P42,dickens,great_expectations,Ambition and Self-Improvement,"“You must taste,” said my sister, addressing the guests with her best
grace—“you must taste, to finish with, such a delightful and delicious
present of Uncle Pumblechook’s!”",0
great_expectations_TAmbit_P42,dickens,great_expectations,Ambition and Self-Improvement,"“You must partake,” my sister addressed the guests with her finest grace, “you must taste, to conclude, such a delightful and delicious offering from Uncle Pumblechook!”",1
great_expectations_TAmbit_P43,dickens,great_expectations,Ambition and Self-Improvement,Joe gave me some more gravy.,0
great_expectations_TAmbit_P43,dickens,great_expectations,Ambition and Self-Improvement,Joe ladled additional gravy upon my plate.,1
great_expectations_TAmbit_P44,dickens,great_expectations,Ambition and Self-Improvement,"“Perhaps if I warn’t a blacksmith’s wife, and (what’s the same thing) a
slave with her apron never off, _I_ should have been to hear the
Carols,” said Mrs. Joe. “I’m rather partial to Carols, myself, and
that’s the best of reasons for my never hearing any.”",0
great_expectations_TAmbit_P44,dickens,great_expectations,Ambition and Self-Improvement,"“Were I not the blacksmith’s wife,” Mrs. Joe mused, “and, to speak plainly, a bondservant whose apron is never removed, I might have ventured to hear the carols.” She added, “I am myself quite fond of carols, and that very affection furnishes the finest excuse for my never having listened to any.”",1
great_expectations_TAmbit_P45,dickens,great_expectations,Ambition and Self-Improvement,"I said that I would get him the file, and I would get him what broken
bits of food I could, and I would come to him at the Battery, early in
the morning.",0
great_expectations_TAmbit_P45,dickens,great_expectations,Ambition and Self-Improvement,"I declared that I would procure the file for him, and that I would gather whatever fragments of victuals I could muster, and that I would repair to the Battery at daybreak to meet him there.",1
great_expectations_TAmbit_P46,dickens,great_expectations,Ambition and Self-Improvement,[Illustration],0
great_expectations_TAmbit_P46,dickens,great_expectations,Ambition and Self-Improvement,[Illustration],1
great_expectations_TAmbit_P47,dickens,great_expectations,Ambition and Self-Improvement,"“There was a conwict off last night,” said Joe, aloud, “after
sunset-gun. And they fired warning of him. And now it appears they’re
firing warning of another.”",0
great_expectations_TAmbit_P47,dickens,great_expectations,Ambition and Self-Improvement,"“There was a convict at large last night,” Joe proclaimed aloud, “after the sunset gun. They discharged a warning shot at him. And now it seems they are firing a warning at yet another.”",1
great_expectations_TAmbit_P48,dickens,great_expectations,Ambition and Self-Improvement,"Water was splashing, and mud was flying, and oaths were being sworn,
and blows were being struck, when some more men went down into the
ditch to help the sergeant, and dragged out, separately, my convict and
the other one. Both were bleeding and panting and execrating and
struggling; but of course I knew them both directly.",0
great_expectations_TAmbit_P48,dickens,great_expectations,Ambition and Self-Improvement,"Water splashed and mud flew, oaths rang out and blows were exchanged, when additional men descended into the ditch to aid the sergeant, and hauled forth, separately, my convict and his companion. Both were bleeding, panting, cursing, and straining; yet I recognised them instantly.",1
great_expectations_TAmbit_P49,dickens,great_expectations,Ambition and Self-Improvement,"“Missis,” returned the gallant sergeant, “speaking for myself, I should
reply, the honour and pleasure of his fine wife’s acquaintance;
speaking for the king, I answer, a little job done.”",0
great_expectations_TAmbit_P49,dickens,great_expectations,Ambition and Self-Improvement,"“Madam,” replied the gallant sergeant, “speaking for myself, I would say that it has been an honour and a pleasure to make the acquaintance of his fine wife; speaking on behalf of the king, I answer that a modest task has been accomplished.”",1
great_expectations_TAmbit_P50,dickens,great_expectations,Ambition and Self-Improvement,"It was of no use asking myself this question now. There I was, on Joe’s
back, and there was Joe beneath me, charging at the ditches like a
hunter, and stimulating Mr. Wopsle not to tumble on his Roman nose, and
to keep up with us. The soldiers were in front of us, extending into a
pretty wide line with an interval between man and man. We were taking
the course I had begun with, and from which I had diverged in the mist.
Either the mist was not out again yet, or the wind had dispelled it.
Under the low red glare of sunset, the beacon, and the gibbet, and the
mound of the Battery, and the opposite shore of the river, were plain,
though all of a watery lead colour.",0
great_expectations_TAmbit_P50,dickens,great_expectations,Ambition and Self-Improvement,"It availed me nothing to pose that question unto myself at that juncture. There I was, perched upon Joe's back, while Joe himself, beneath me, surged toward the ditches with the zeal of a hunter, urging Mr. Wopsle lest he tumble upon his Roman visage and beseeching him to keep pace with us. The soldiers marched ahead, forming a broad line with intervals between each man. We pursued the route I had initially embarked upon, from which I had strayed amidst the mist. Whether the mist had yet to lift again, or the wind had scattered it, I could not say. Beneath the low crimson glare of the setting sun, the beacon, the gibbet, the Battery mound, and the far shore of the river stood distinct, though each bore a watery leaden hue.",1
