paragraph_id,word,attribution,absolute_attribution,rank
pride_and_prejudice_TFamil_P21,an,-0.0012528812512755394,0.0012528812512755394,56.0
pride_and_prejudice_TFamil_P21,opportunity,0.04118791222572327,0.04118791222572327,23.0
pride_and_prejudice_TFamil_P21,to,0.012359223328530788,0.012359223328530788,41.0
pride_and_prejudice_TFamil_P21,display,0.029284730553627014,0.029284730553627014,27.0
pride_and_prejudice_TFamil_P21,them.,-0.6263806372880936,0.6263806372880936,1.0
pride_and_prejudice_TFamil_P48,Elizabeth,0.10490565001964569,0.10490565001964569,27.0
pride_and_prejudice_TFamil_P48,rejoined,0.03255257569253445,0.03255257569253445,67.0
pride_and_prejudice_TFamil_P48,them,0.015349281020462513,0.015349281020462513,100.0
pride_and_prejudice_TFamil_P48,only,0.00906933844089508,0.00906933844089508,111.0
pride_and_prejudice_TFamil_P48,to,0.02060418389737606,0.02060418389737606,94.0
pride_and_prejudice_TFamil_P48,say,0.03597952052950859,0.03597952052950859,61.0
pride_and_prejudice_TFamil_P48,that,0.0244026780128479,0.0244026780128479,82.0
pride_and_prejudice_TFamil_P48,her,0.03445511683821678,0.03445511683821678,64.0
pride_and_prejudice_TFamil_P48,sister,0.07404296100139618,0.07404296100139618,33.0
pride_and_prejudice_TFamil_P48,was,0.056066080927848816,0.056066080927848816,45.0
pride_and_prejudice_TFamil_P48,worse,-0.02066965028643608,0.02066965028643608,93.0
pride_and_prejudice_TFamil_P48,and,-0.048434048891067505,0.048434048891067505,49.0
pride_and_prejudice_TFamil_P48,that,-0.006861121393740177,0.006861121393740177,114.0
pride_and_prejudice_TFamil_P48,she,0.06440767645835876,0.06440767645835876,39.0
pride_and_prejudice_TFamil_P48,could,0.017212916165590286,0.017212916165590286,98.0
pride_and_prejudice_TFamil_P48,not,-0.1552419662475586,0.1552419662475586,20.0
pride_and_prejudice_TFamil_P48,leave,0.0903671383857727,0.0903671383857727,29.0
pride_and_prejudice_TFamil_P48,her.,1.4525628685951233,1.4525628685951233,3.0
pride_and_prejudice_TFamil_P48,Bingley,-0.07421687245368958,0.07421687245368958,32.0
pride_and_prejudice_TFamil_P48,urged,0.4992578625679016,0.4992578625679016,10.0
pride_and_prejudice_TFamil_P48,that,0.399303138256073,0.399303138256073,13.0
pride_and_prejudice_TFamil_P48,Mr.,0.2653134763240814,0.2653134763240814,17.0
pride_and_prejudice_TFamil_P48,Jones,0.05811447650194168,0.05811447650194168,44.0
pride_and_prejudice_TFamil_P48,be,0.08876432478427887,0.08876432478427887,30.0
pride_and_prejudice_TFamil_P48,sent,0.02218984067440033,0.02218984067440033,87.0
pride_and_prejudice_TFamil_P48,for,0.031124435365200043,0.031124435365200043,70.0
pride_and_prejudice_TFamil_P48,immediately;,-0.01252676174044609,0.01252676174044609,108.0
pride_and_prejudice_TFamil_P48,while,-0.00889483094215393,0.00889483094215393,112.0
pride_and_prejudice_TFamil_P48,his,-0.022501427680253983,0.022501427680253983,86.0
pride_and_prejudice_TFamil_P48,"sisters,",-0.010565447621047497,0.010565447621047497,110.0
pride_and_prejudice_TFamil_P48,convinced,0.0709192305803299,0.0709192305803299,35.0
pride_and_prejudice_TFamil_P48,that,0.025546584278345108,0.025546584278345108,81.0
pride_and_prejudice_TFamil_P48,no,0.02070455439388752,0.02070455439388752,92.0
pride_and_prejudice_TFamil_P48,country,-0.0012595346197485924,0.0012595346197485924,127.0
pride_and_prejudice_TFamil_P48,remedy,0.014099698513746262,0.014099698513746262,105.0
pride_and_prejudice_TFamil_P48,could,0.015060322359204292,0.015060322359204292,104.0
pride_and_prejudice_TFamil_P48,be,0.017637670040130615,0.017637670040130615,97.0
pride_and_prejudice_TFamil_P48,"effective,",0.1087048314511776,0.1087048314511776,24.0
pride_and_prejudice_TFamil_P48,recommended,0.03326118737459183,0.03326118737459183,66.0
pride_and_prejudice_TFamil_P48,an,-0.03200586885213852,0.03200586885213852,69.0
pride_and_prejudice_TFamil_P48,express,0.0014730016700923443,0.0014730016700923443,124.0
pride_and_prejudice_TFamil_P48,to,-0.02262718230485916,0.02262718230485916,85.0
pride_and_prejudice_TFamil_P48,town,0.010623913258314133,0.010623913258314133,109.0
pride_and_prejudice_TFamil_P48,for,-0.0024870294146239758,0.0024870294146239758,122.0
pride_and_prejudice_TFamil_P48,one,-0.005481338128447533,0.005481338128447533,116.0
pride_and_prejudice_TFamil_P48,of,0.03982315957546234,0.03982315957546234,55.0
pride_and_prejudice_TFamil_P48,the,0.026281429454684258,0.026281429454684258,80.0
pride_and_prejudice_TFamil_P48,most,-0.10584355145692825,0.10584355145692825,26.0
pride_and_prejudice_TFamil_P48,eminent,-0.030444800853729248,0.030444800853729248,72.0
pride_and_prejudice_TFamil_P48,physicians.,1.1308854520320892,1.1308854520320892,5.0
pride_and_prejudice_TFamil_P48,This,0.3560158610343933,0.3560158610343933,14.0
pride_and_prejudice_TFamil_P48,she,0.10767629742622375,0.10767629742622375,25.0
pride_and_prejudice_TFamil_P48,would,-0.06122829392552376,0.06122829392552376,41.0
pride_and_prejudice_TFamil_P48,not,-0.0282890722155571,0.0282890722155571,76.0
pride_and_prejudice_TFamil_P48,hear,-0.030576441437005997,0.030576441437005997,71.0
pride_and_prejudice_TFamil_P48,of;,0.038843718357384205,0.038843718357384205,57.0
pride_and_prejudice_TFamil_P48,yet,0.05331578478217125,0.05331578478217125,47.0
pride_and_prejudice_TFamil_P48,she,-0.013133872300386429,0.013133872300386429,106.0
pride_and_prejudice_TFamil_P48,was,0.005370852071791887,0.005370852071791887,117.0
pride_and_prejudice_TFamil_P48,not,-0.03846089169383049,0.03846089169383049,58.0
pride_and_prejudice_TFamil_P48,entirely,0.03809624910354614,0.03809624910354614,59.0
pride_and_prejudice_TFamil_P48,unwilling,0.03495777025818825,0.03495777025818825,63.0
pride_and_prejudice_TFamil_P48,to,0.04411407560110092,0.04411407560110092,50.0
pride_and_prejudice_TFamil_P48,accede,-0.0033198613673448563,0.0033198613673448563,121.0
pride_and_prejudice_TFamil_P48,to,0.020843492820858955,0.020843492820858955,91.0
pride_and_prejudice_TFamil_P48,her,0.02177891880273819,0.02177891880273819,89.0
pride_and_prejudice_TFamil_P48,brotherâĢĻs,0.007920552045106888,0.007920552045106888,113.0
pride_and_prejudice_TFamil_P48,"proposal,",0.06832867860794067,0.06832867860794067,37.0
pride_and_prejudice_TFamil_P48,and,-0.00033054989762604237,0.00033054989762604237,128.0
pride_and_prejudice_TFamil_P48,it,-0.01295945979654789,0.01295945979654789,107.0
pride_and_prejudice_TFamil_P48,was,-0.004617062397301197,0.004617062397301197,118.0
pride_and_prejudice_TFamil_P48,settled,-0.021964572370052338,0.021964572370052338,88.0
pride_and_prejudice_TFamil_P48,that,-0.03216290846467018,0.03216290846467018,68.0
pride_and_prejudice_TFamil_P48,Mr.,0.6272956132888794,0.6272956132888794,7.0
pride_and_prejudice_TFamil_P48,Jones,0.044005297124385834,0.044005297124385834,51.0
pride_and_prejudice_TFamil_P48,should,0.02703768014907837,0.02703768014907837,78.0
pride_and_prejudice_TFamil_P48,be,-0.006320144049823284,0.006320144049823284,115.0
pride_and_prejudice_TFamil_P48,dispatched,0.0434395931661129,0.0434395931661129,52.0
pride_and_prejudice_TFamil_P48,early,0.02428421378135681,0.02428421378135681,83.0
pride_and_prejudice_TFamil_P48,the,0.07469373941421509,0.07469373941421509,31.0
pride_and_prejudice_TFamil_P48,following,-0.07336193323135376,0.07336193323135376,34.0
pride_and_prejudice_TFamil_P48,morning,-0.22640913724899292,0.22640913724899292,19.0
pride_and_prejudice_TFamil_P48,should,-0.13695159554481506,0.13695159554481506,23.0
pride_and_prejudice_TFamil_P48,Miss,0.03394602611660957,0.03394602611660957,65.0
pride_and_prejudice_TFamil_P48,Bennet,-0.1510532684624195,0.1510532684624195,21.0
pride_and_prejudice_TFamil_P48,not,-0.02640335075557232,0.02640335075557232,79.0
pride_and_prejudice_TFamil_P48,be,-0.03503849357366562,0.03503849357366562,62.0
pride_and_prejudice_TFamil_P48,decidedly,-1.087900161743164,1.087900161743164,6.0
pride_and_prejudice_TFamil_P48,better.,-2.9052883982658386,2.9052883982658386,1.0
pride_and_prejudice_TFamil_P48,Bingley,-2.191760778427124,2.191760778427124,2.0
pride_and_prejudice_TFamil_P48,was,-0.2963002324104309,0.2963002324104309,16.0
pride_and_prejudice_TFamil_P48,quite,0.09985575079917908,0.09985575079917908,28.0
pride_and_prejudice_TFamil_P48,uncomfortable;,-0.6233013644814491,0.6233013644814491,8.0
pride_and_prejudice_TFamil_P48,his,0.015114296227693558,0.015114296227693558,103.0
pride_and_prejudice_TFamil_P48,sisters,-0.24311304092407227,0.24311304092407227,18.0
pride_and_prejudice_TFamil_P48,declared,0.14786121249198914,0.14786121249198914,22.0
pride_and_prejudice_TFamil_P48,themselves,-0.4267898499965668,0.4267898499965668,11.0
pride_and_prejudice_TFamil_P48,miserable.,1.164430521428585,1.164430521428585,4.0
pride_and_prejudice_TFamil_P48,They,0.42378923296928406,0.42378923296928406,12.0
pride_and_prejudice_TFamil_P48,assuaged,0.5193550195544958,0.5193550195544958,9.0
pride_and_prejudice_TFamil_P48,their,-0.055283498018980026,0.055283498018980026,46.0
pride_and_prejudice_TFamil_P48,wretchedness,0.05948209390044212,0.05948209390044212,42.0
pride_and_prejudice_TFamil_P48,by,0.015555557794868946,0.015555557794868946,99.0
pride_and_prejudice_TFamil_P48,singing,0.04076455906033516,0.04076455906033516,54.0
pride_and_prejudice_TFamil_P48,duets,0.06485098972916603,0.06485098972916603,38.0
pride_and_prejudice_TFamil_P48,after,0.03625618293881416,0.03625618293881416,60.0
pride_and_prejudice_TFamil_P48,"supper,",0.06436928547918797,0.06436928547918797,40.0
pride_and_prejudice_TFamil_P48,while,0.015256429091095924,0.015256429091095924,101.0
pride_and_prejudice_TFamil_P48,he,0.015171163715422153,0.015171163715422153,102.0
pride_and_prejudice_TFamil_P48,found,0.05100226402282715,0.05100226402282715,48.0
pride_and_prejudice_TFamil_P48,relief,-0.02932811714708805,0.02932811714708805,74.0
pride_and_prejudice_TFamil_P48,in,0.06951479613780975,0.06951479613780975,36.0
pride_and_prejudice_TFamil_P48,giving,-0.0013622147962450981,0.0013622147962450981,126.0
pride_and_prejudice_TFamil_P48,his,0.0020307423546910286,0.0020307423546910286,123.0
pride_and_prejudice_TFamil_P48,housekeeper,0.018830563873052597,0.018830563873052597,95.0
pride_and_prejudice_TFamil_P48,instructions,0.027872487902641296,0.027872487902641296,77.0
pride_and_prejudice_TFamil_P48,to,0.029097408056259155,0.029097408056259155,75.0
pride_and_prejudice_TFamil_P48,ensure,0.040984079241752625,0.040984079241752625,53.0
pride_and_prejudice_TFamil_P48,every,0.018796689808368683,0.018796689808368683,96.0
pride_and_prejudice_TFamil_P48,possible,0.021554667502641678,0.021554667502641678,90.0
pride_and_prejudice_TFamil_P48,attention,0.029918380081653595,0.029918380081653595,73.0
pride_and_prejudice_TFamil_P48,to,0.0239701010286808,0.0239701010286808,84.0
pride_and_prejudice_TFamil_P48,the,0.004269546829164028,0.004269546829164028,119.0
pride_and_prejudice_TFamil_P48,sick,-0.003991266712546349,0.003991266712546349,120.0
pride_and_prejudice_TFamil_P48,lady,-0.0014247479848563671,0.0014247479848563671,125.0
pride_and_prejudice_TFamil_P48,and,-0.03972408547997475,0.03972408547997475,56.0
pride_and_prejudice_TFamil_P48,her,-0.058513060212135315,0.058513060212135315,43.0
pride_and_prejudice_TFamil_P48,sister.,0.34228141605854034,0.34228141605854034,15.0
pride_and_prejudice_TReput_P18,"âĢľNay,âĢĿ",0.046442560851573944,0.046442560851573944,20.0
pride_and_prejudice_TReput_P18,cried,0.15826751291751862,0.15826751291751862,5.0
pride_and_prejudice_TReput_P18,"Bingley,",-0.13174933195114136,0.13174933195114136,8.0
pride_and_prejudice_TReput_P18,âĢľthis,0.012896362692117691,0.012896362692117691,46.0
pride_and_prejudice_TReput_P18,is,-0.13732124865055084,0.13732124865055084,7.0
pride_and_prejudice_TReput_P18,too,-0.12470272183418274,0.12470272183418274,9.0
pride_and_prejudice_TReput_P18,muchâĢĶto,-0.08100897818803787,0.08100897818803787,11.0
pride_and_prejudice_TReput_P18,remember,0.031321048736572266,0.031321048736572266,27.0
pride_and_prejudice_TReput_P18,at,0.04309166222810745,0.04309166222810745,22.0
pride_and_prejudice_TReput_P18,night,0.077278733253479,0.077278733253479,13.0
pride_and_prejudice_TReput_P18,all,-0.006751685403287411,0.006751685403287411,53.0
pride_and_prejudice_TReput_P18,the,-0.009673841297626495,0.009673841297626495,50.0
pride_and_prejudice_TReput_P18,foolish,0.051924750208854675,0.051924750208854675,18.0
pride_and_prejudice_TReput_P18,things,0.02220471017062664,0.02220471017062664,38.0
pride_and_prejudice_TReput_P18,that,-0.03241140395402908,0.03241140395402908,26.0
pride_and_prejudice_TReput_P18,were,-0.0688345804810524,0.0688345804810524,15.0
pride_and_prejudice_TReput_P18,said,-0.013029995374381542,0.013029995374381542,45.0
pride_and_prejudice_TReput_P18,in,-0.020734472200274467,0.020734472200274467,39.0
pride_and_prejudice_TReput_P18,the,-0.004162615165114403,0.004162615165114403,58.0
pride_and_prejudice_TReput_P18,morning.,-0.3288121819496155,0.3288121819496155,3.0
pride_and_prejudice_TReput_P18,And,-0.054081812500953674,0.054081812500953674,17.0
pride_and_prejudice_TReput_P18,"yet,",-0.14393843710422516,0.14393843710422516,6.0
pride_and_prejudice_TReput_P18,upon,0.041139885783195496,0.041139885783195496,23.0
pride_and_prejudice_TReput_P18,my,0.004422547295689583,0.004422547295689583,57.0
pride_and_prejudice_TReput_P18,"honor,",-0.0015736129134893417,0.0015736129134893417,60.0
pride_and_prejudice_TReput_P18,I,0.005872804205864668,0.005872804205864668,55.0
pride_and_prejudice_TReput_P18,believed,-0.0076265521347522736,0.0076265521347522736,52.0
pride_and_prejudice_TReput_P18,what,0.01898684911429882,0.01898684911429882,41.0
pride_and_prejudice_TReput_P18,I,0.027862541377544403,0.027862541377544403,30.0
pride_and_prejudice_TReput_P18,said,-0.015639720484614372,0.015639720484614372,42.0
pride_and_prejudice_TReput_P18,of,0.022388510406017303,0.022388510406017303,37.0
pride_and_prejudice_TReput_P18,myself,0.01041794940829277,0.01041794940829277,48.0
pride_and_prejudice_TReput_P18,to,0.019965840503573418,0.019965840503573418,40.0
pride_and_prejudice_TReput_P18,be,0.0006118002347648144,0.0006118002347648144,61.0
pride_and_prejudice_TReput_P18,"true,",0.02522163395769894,0.02522163395769894,33.0
pride_and_prejudice_TReput_P18,and,-0.028223352506756783,0.028223352506756783,29.0
pride_and_prejudice_TReput_P18,I,-0.006360658910125494,0.006360658910125494,54.0
pride_and_prejudice_TReput_P18,believe,-0.009617134928703308,0.009617134928703308,51.0
pride_and_prejudice_TReput_P18,it,-0.057324014604091644,0.057324014604091644,16.0
pride_and_prejudice_TReput_P18,at,0.013726847246289253,0.013726847246289253,43.0
pride_and_prejudice_TReput_P18,this,0.011562727391719818,0.011562727391719818,47.0
pride_and_prejudice_TReput_P18,moment.,-0.5938753318041563,0.5938753318041563,2.0
pride_and_prejudice_TReput_P18,At,-0.02771427109837532,0.02771427109837532,31.0
pride_and_prejudice_TReput_P18,"least,",-0.004113435745239258,0.004113435745239258,59.0
pride_and_prejudice_TReput_P18,"therefore,",-0.023479947820305824,0.023479947820305824,36.0
pride_and_prejudice_TReput_P18,I,-0.028592940419912338,0.028592940419912338,28.0
pride_and_prejudice_TReput_P18,did,-0.005379479378461838,0.005379479378461838,56.0
pride_and_prejudice_TReput_P18,not,-0.026341848075389862,0.026341848075389862,32.0
pride_and_prejudice_TReput_P18,assume,-0.023607749491930008,0.023607749491930008,35.0
pride_and_prejudice_TReput_P18,the,0.009753791615366936,0.009753791615366936,49.0
pride_and_prejudice_TReput_P18,character,0.034452520310878754,0.034452520310878754,25.0
pride_and_prejudice_TReput_P18,of,0.0454484298825264,0.0454484298825264,21.0
pride_and_prejudice_TReput_P18,needless,0.07947366684675217,0.07947366684675217,12.0
pride_and_prejudice_TReput_P18,precipitance,0.2013445422053337,0.2013445422053337,4.0
pride_and_prejudice_TReput_P18,merely,0.09848209470510483,0.09848209470510483,10.0
pride_and_prejudice_TReput_P18,to,0.03970775753259659,0.03970775753259659,24.0
pride_and_prejudice_TReput_P18,show,-0.07199426740407944,0.07199426740407944,14.0
pride_and_prejudice_TReput_P18,off,-0.024723216891288757,0.024723216891288757,34.0
pride_and_prejudice_TReput_P18,before,0.01353939063847065,0.01353939063847065,44.0
pride_and_prejudice_TReput_P18,the,0.05063030868768692,0.05063030868768692,19.0
pride_and_prejudice_TReput_P18,ladies.âĢĿ,2.3063654601573944,2.3063654601573944,1.0
pride_and_prejudice_TPride_P13,"âĢľPride,âĢĿ",0.3630294892936945,0.3630294892936945,2.0
pride_and_prejudice_TPride_P13,said,-0.002109648659825325,0.002109648659825325,19.0
pride_and_prejudice_TPride_P13,Miss,0.1083177700638771,0.1083177700638771,7.0
pride_and_prejudice_TPride_P13,"Lucas,",0.03947323653846979,0.03947323653846979,16.0
pride_and_prejudice_TPride_P13,âĢľis,0.09807449951767921,0.09807449951767921,9.0
pride_and_prejudice_TPride_P13,justifiable,0.17462633550167084,0.17462633550167084,4.0
pride_and_prejudice_TPride_P13,here.,0.8925135303288698,0.8925135303288698,1.0
pride_and_prejudice_TPride_P13,A,0.0033648768439888954,0.0033648768439888954,18.0
pride_and_prejudice_TPride_P13,fine,0.3570687174797058,0.3570687174797058,3.0
pride_and_prejudice_TPride_P13,young,0.16602447628974915,0.16602447628974915,5.0
pride_and_prejudice_TPride_P13,"man,",0.08526915684342384,0.08526915684342384,10.0
pride_and_prejudice_TPride_P13,with,0.05852952226996422,0.05852952226996422,12.0
pride_and_prejudice_TPride_P13,"fortune,",0.047167979180812836,0.047167979180812836,13.0
pride_and_prejudice_TPride_P13,might,0.046596743166446686,0.046596743166446686,15.0
pride_and_prejudice_TPride_P13,deem,0.037419334053993225,0.037419334053993225,17.0
pride_and_prejudice_TPride_P13,himself,0.06320212781429291,0.06320212781429291,11.0
pride_and_prejudice_TPride_P13,entitled,0.04679802805185318,0.04679802805185318,14.0
pride_and_prejudice_TPride_P13,to,0.12282143533229828,0.12282143533229828,6.0
pride_and_prejudice_TPride_P13,it.âĢĿ,-0.10247731022536755,0.10247731022536755,8.0
pride_and_prejudice_TReput_P10,âĢľI,0.05163891054689884,0.05163891054689884,27.0
pride_and_prejudice_TReput_P10,know,-0.06965869665145874,0.06965869665145874,16.0
pride_and_prejudice_TReput_P10,you,0.02628353238105774,0.02628353238105774,47.0
pride_and_prejudice_TReput_P10,"do,âĢĿ",0.05047944746911526,0.05047944746911526,28.0
pride_and_prejudice_TReput_P10,she,0.0019427333027124405,0.0019427333027124405,84.0
pride_and_prejudice_TReput_P10,"continued,",0.01659553125500679,0.01659553125500679,62.0
pride_and_prejudice_TReput_P10,âĢľand,-0.10152439586818218,0.10152439586818218,7.0
pride_and_prejudice_TReput_P10,that,-0.05202172324061394,0.05202172324061394,26.0
pride_and_prejudice_TReput_P10,is,-0.09413617849349976,0.09413617849349976,8.0
pride_and_prejudice_TReput_P10,what,0.014236487448215485,0.014236487448215485,66.0
pride_and_prejudice_TReput_P10,makes,-0.057135794311761856,0.057135794311761856,20.0
pride_and_prejudice_TReput_P10,the,0.012431629933416843,0.012431629933416843,71.0
pride_and_prejudice_TReput_P10,wonder.,-0.009705977514386177,0.009705977514386177,74.0
pride_and_prejudice_TReput_P10,With,0.014644035138189793,0.014644035138189793,64.0
pride_and_prejudice_TReput_P10,your,-0.02233724482357502,0.02233724482357502,52.0
pride_and_prejudice_TReput_P10,good,0.005520171020179987,0.005520171020179987,81.0
pride_and_prejudice_TReput_P10,"sense,",-0.044913481920957565,0.044913481920957565,32.0
pride_and_prejudice_TReput_P10,to,-0.009161563590168953,0.009161563590168953,75.0
pride_and_prejudice_TReput_P10,be,0.012643411755561829,0.012643411755561829,70.0
pride_and_prejudice_TReput_P10,so,0.018242623656988144,0.018242623656988144,60.0
pride_and_prejudice_TReput_P10,honestly,0.05209533870220184,0.05209533870220184,25.0
pride_and_prejudice_TReput_P10,blind,-0.029124852269887924,0.029124852269887924,44.0
pride_and_prejudice_TReput_P10,to,0.023779919371008873,0.023779919371008873,50.0
pride_and_prejudice_TReput_P10,the,-0.008084004744887352,0.008084004744887352,76.0
pride_and_prejudice_TReput_P10,follies,-0.007558564655482769,0.007558564655482769,77.0
pride_and_prejudice_TReput_P10,and,-0.016491662710905075,0.016491662710905075,63.0
pride_and_prejudice_TReput_P10,nonsense,0.04703950881958008,0.04703950881958008,29.0
pride_and_prejudice_TReput_P10,of,0.031210752204060555,0.031210752204060555,42.0
pride_and_prejudice_TReput_P10,others!,0.06994848139584064,0.06994848139584064,15.0
pride_and_prejudice_TReput_P10,Affectation,0.06805635057389736,0.06805635057389736,17.0
pride_and_prejudice_TReput_P10,of,0.08583720773458481,0.08583720773458481,10.0
pride_and_prejudice_TReput_P10,candour,0.0882827453315258,0.0882827453315258,9.0
pride_and_prejudice_TReput_P10,is,0.030263906344771385,0.030263906344771385,43.0
pride_and_prejudice_TReput_P10,common,0.013859685510396957,0.013859685510396957,67.0
pride_and_prejudice_TReput_P10,enough;,0.04250352270901203,0.04250352270901203,33.0
pride_and_prejudice_TReput_P10,one,0.035866886377334595,0.035866886377334595,38.0
pride_and_prejudice_TReput_P10,meets,-0.03571927919983864,0.03571927919983864,39.0
pride_and_prejudice_TReput_P10,it,0.036537352949380875,0.036537352949380875,36.0
pride_and_prejudice_TReput_P10,everywhere.,0.054396867752075195,0.054396867752075195,22.0
pride_and_prejudice_TReput_P10,But,-0.026032818481326103,0.026032818481326103,48.0
pride_and_prejudice_TReput_P10,to,0.04683218151330948,0.04683218151330948,30.0
pride_and_prejudice_TReput_P10,be,0.014530813321471214,0.014530813321471214,65.0
pride_and_prejudice_TReput_P10,candid,0.036349955946207047,0.036349955946207047,37.0
pride_and_prejudice_TReput_P10,without,0.00016337120905518532,0.00016337120905518532,86.0
pride_and_prejudice_TReput_P10,ostentation,0.0779798049479723,0.0779798049479723,12.0
pride_and_prejudice_TReput_P10,or,-0.013704031705856323,0.013704031705856323,68.0
pride_and_prejudice_TReput_P10,designâĢĶto,-0.08430207893252373,0.08430207893252373,11.0
pride_and_prejudice_TReput_P10,seize,0.10323949158191681,0.10323949158191681,6.0
pride_and_prejudice_TReput_P10,the,0.004957104101777077,0.004957104101777077,82.0
pride_and_prejudice_TReput_P10,good,0.056164130568504333,0.056164130568504333,21.0
pride_and_prejudice_TReput_P10,in,-0.01963062956929207,0.01963062956929207,58.0
pride_and_prejudice_TReput_P10,everyoneâĢĻs,-0.13219007849693298,0.13219007849693298,3.0
pride_and_prejudice_TReput_P10,character,-0.02017773501574993,0.02017773501574993,57.0
pride_and_prejudice_TReput_P10,and,-0.038849715143442154,0.038849715143442154,34.0
pride_and_prejudice_TReput_P10,enhance,0.021254228428006172,0.021254228428006172,55.0
pride_and_prejudice_TReput_P10,"it,",0.005587251856923103,0.005587251856923103,80.0
pride_and_prejudice_TReput_P10,while,-0.018266158178448677,0.018266158178448677,59.0
