paragraph_id,phrase,phrase_length,attribution,absolute_attribution,rank
pride_and_prejudice_TFamil_P21,sister in,2,0.042620654217898846,0.042620654217898846,35.0
pride_and_prejudice_TFamil_P21,in the,2,0.059175558388233185,0.059175558388233185,27.0
pride_and_prejudice_TFamil_P21,the family,2,0.012583194300532341,0.012583194300532341,50.0
pride_and_prejudice_TFamil_P21,family and,2,-0.010053372010588646,0.010053372010588646,52.0
pride_and_prejudice_TFamil_P21,and thus,2,0.054870620369911194,0.054870620369911194,29.0
pride_and_prejudice_TFamil_P21,thus eager,2,0.08285466581583023,0.08285466581583023,20.0
pride_and_prejudice_TFamil_P21,eager to,2,0.10511841252446175,0.10511841252446175,13.0
pride_and_prejudice_TFamil_P21,to acquire,2,0.13529109582304955,0.13529109582304955,8.0
pride_and_prejudice_TFamil_P21,acquire knowledge,2,0.06311615463346243,0.06311615463346243,24.0
pride_and_prejudice_TFamil_P21,knowledge and,2,-0.008719597943127155,0.008719597943127155,53.0
pride_and_prejudice_TFamil_P21,"and accomplishments,",2,0.03922709450125694,0.03922709450125694,38.0
pride_and_prejudice_TFamil_P21,"accomplishments, was",2,0.11681070551276207,0.11681070551276207,10.0
pride_and_prejudice_TFamil_P21,was perpetually,2,0.02116335555911064,0.02116335555911064,46.0
pride_and_prejudice_TFamil_P21,perpetually eager,2,0.09370457753539085,0.09370457753539085,17.0
pride_and_prejudice_TFamil_P21,eager for,2,0.2571115717291832,0.2571115717291832,4.0
pride_and_prejudice_TFamil_P21,for an,2,0.1197220990434289,0.1197220990434289,9.0
pride_and_prejudice_TFamil_P21,an opportunity,2,0.03993503097444773,0.03993503097444773,37.0
pride_and_prejudice_TFamil_P21,opportunity to,2,0.053547135554254055,0.053547135554254055,30.0
pride_and_prejudice_TFamil_P21,to display,2,0.0416439538821578,0.0416439538821578,36.0
pride_and_prejudice_TFamil_P21,display them.,2,-0.5970959067344666,0.5970959067344666,1.0
pride_and_prejudice_TFamil_P21,Her performance was,3,0.27126132510602474,0.27126132510602474,3.0
pride_and_prejudice_TFamil_P21,"performance was agreeable,",3,0.26636735908687115,0.26636735908687115,5.0
pride_and_prejudice_TFamil_P21,"was agreeable, though",3,0.2856041397899389,0.2856041397899389,2.0
pride_and_prejudice_TFamil_P21,"agreeable, though not",3,0.26995372865349054,0.26995372865349054,4.0
pride_and_prejudice_TFamil_P21,though not outstanding.,3,-0.014944649301469326,0.014944649301469326,52.0
pride_and_prejudice_TFamil_P21,not outstanding. After,3,-0.10891318507492542,0.10891318507492542,20.0
pride_and_prejudice_TFamil_P21,outstanding. After a,3,-0.14657658990472555,0.14657658990472555,15.0
pride_and_prejudice_TFamil_P21,After a song,3,0.037901037372648716,0.037901037372648716,45.0
pride_and_prejudice_TFamil_P21,a song or,3,0.0631347056478262,0.0631347056478262,31.0
pride_and_prejudice_TFamil_P21,song or two,3,0.13303161785006523,0.13303161785006523,18.0
pride_and_prejudice_TFamil_P21,or two and,3,0.04037942364811897,0.04037942364811897,44.0
pride_and_prejudice_TFamil_P21,two and before,3,-0.006117859855294228,0.006117859855294228,54.0
pride_and_prejudice_TFamil_P21,and before she,3,-0.04834689199924469,0.04834689199924469,38.0
pride_and_prejudice_TFamil_P21,before she could,3,-0.04070803243666887,0.04070803243666887,43.0
pride_and_prejudice_TFamil_P21,she could answer,3,-0.02012385707348585,0.02012385707348585,51.0
pride_and_prejudice_TFamil_P21,could answer the,3,-0.0021476605907082558,0.0021476605907082558,56.0
pride_and_prejudice_TFamil_P21,answer the various,3,0.0672508142888546,0.0672508142888546,29.0
pride_and_prejudice_TFamil_P21,the various entreaties,3,0.2322936225682497,0.2322936225682497,9.0
pride_and_prejudice_TFamil_P21,various entreaties to,3,0.2518704514950514,0.2518704514950514,8.0
pride_and_prejudice_TFamil_P21,entreaties to sing,3,0.2587303798645735,0.2587303798645735,6.0
pride_and_prejudice_TFamil_P21,"to sing again,",3,0.0990928178653121,0.0990928178653121,24.0
pride_and_prejudice_TFamil_P21,"sing again, she",3,0.13331933412700891,0.13331933412700891,17.0
pride_and_prejudice_TFamil_P21,"again, she yielded",3,0.10311710182577372,0.10311710182577372,22.0
pride_and_prejudice_TFamil_P21,she yielded the,3,0.10413381084799767,0.10413381084799767,21.0
pride_and_prejudice_TFamil_P21,yielded the instrument,3,0.09574934840202332,0.09574934840202332,25.0
pride_and_prejudice_TFamil_P21,the instrument eagerly,3,0.056965726893395185,0.056965726893395185,33.0
pride_and_prejudice_TFamil_P21,instrument eagerly to,3,0.11022291658446193,0.11022291658446193,19.0
pride_and_prejudice_TFamil_P21,eagerly to her,3,0.0474376636557281,0.0474376636557281,39.0
pride_and_prejudice_TFamil_P21,to her sister,3,0.056528277695178986,0.056528277695178986,34.0
pride_and_prejudice_TFamil_P21,"her sister Mary,",3,-0.025893456302583218,0.025893456302583218,48.0
pride_and_prejudice_TFamil_P21,"sister Mary, who,",3,-0.024405142292380333,0.024405142292380333,49.0
pride_and_prejudice_TFamil_P21,"Mary, who, being",3,-0.0029865186661481857,0.0029865186661481857,55.0
pride_and_prejudice_TFamil_P21,"who, being the",3,0.03177946526557207,0.03177946526557207,46.0
pride_and_prejudice_TFamil_P21,being the only,3,0.057908618822693825,0.057908618822693825,32.0
pride_and_prejudice_TFamil_P21,the only plain,3,0.031219310592859983,0.031219310592859983,47.0
pride_and_prejudice_TFamil_P21,only plain sister,3,0.02142890403047204,0.02142890403047204,50.0
pride_and_prejudice_TFamil_P21,plain sister in,3,0.043709993828088045,0.043709993828088045,42.0
pride_and_prejudice_TFamil_P21,sister in the,3,0.064948002807796,0.064948002807796,30.0
pride_and_prejudice_TFamil_P21,in the family,3,0.04943140409886837,0.04943140409886837,36.0
pride_and_prejudice_TFamil_P21,the family and,3,0.01227397657930851,0.01227397657930851,53.0
pride_and_prejudice_TFamil_P21,family and thus,3,0.04512646608054638,0.04512646608054638,40.0
pride_and_prejudice_TFamil_P21,and thus eager,3,0.0825454480946064,0.0825454480946064,27.0
pride_and_prejudice_TFamil_P21,thus eager to,3,0.16029825061559677,0.16029825061559677,13.0
pride_and_prejudice_TFamil_P21,eager to acquire,3,0.16296592354774475,0.16296592354774475,11.0
pride_and_prejudice_TFamil_P21,to acquire knowledge,3,0.14055973943322897,0.14055973943322897,16.0
pride_and_prejudice_TFamil_P21,acquire knowledge and,3,0.04912791308015585,0.04912791308015585,37.0
pride_and_prejudice_TFamil_P21,"knowledge and accomplishments,",3,0.04449573811143637,0.04449573811143637,41.0
pride_and_prejudice_TFamil_P21,"and accomplishments, was",3,0.10282246395945549,0.10282246395945549,23.0
pride_and_prejudice_TFamil_P21,"accomplishments, was perpetually",3,0.07437869161367416,0.07437869161367416,28.0
pride_and_prejudice_TFamil_P21,was perpetually eager,3,0.1572999469935894,0.1572999469935894,14.0
pride_and_prejudice_TFamil_P21,perpetually eager for,3,0.2146795578300953,0.2146795578300953,10.0
pride_and_prejudice_TFamil_P21,eager for an,3,0.25585869047790766,0.25585869047790766,7.0
pride_and_prejudice_TFamil_P21,for an opportunity,3,0.16091001126915216,0.16091001126915216,12.0
pride_and_prejudice_TFamil_P21,an opportunity to,3,0.052294254302978516,0.052294254302978516,35.0
pride_and_prejudice_TFamil_P21,opportunity to display,3,0.08283186610788107,0.08283186610788107,26.0
pride_and_prejudice_TFamil_P21,to display them.,3,-0.5847366834059358,0.5847366834059358,1.0
pride_and_prejudice_TFamil_P48,Elizabeth rejoined,2,0.13745822571218014,0.13745822571218014,32.0
pride_and_prejudice_TFamil_P48,rejoined them,2,0.04790185671299696,0.04790185671299696,80.0
pride_and_prejudice_TFamil_P48,them only,2,0.024418619461357594,0.024418619461357594,104.0
pride_and_prejudice_TFamil_P48,only to,2,0.02967352233827114,0.02967352233827114,100.0
pride_and_prejudice_TFamil_P48,to say,2,0.05658370442688465,0.05658370442688465,73.0
pride_and_prejudice_TFamil_P48,say that,2,0.06038219854235649,0.06038219854235649,66.0
pride_and_prejudice_TFamil_P48,that her,2,0.05885779485106468,0.05885779485106468,70.0
pride_and_prejudice_TFamil_P48,her sister,2,0.10849807783961296,0.10849807783961296,38.0
pride_and_prejudice_TFamil_P48,sister was,2,0.130109041929245,0.130109041929245,34.0
pride_and_prejudice_TFamil_P48,was worse,2,0.035396430641412735,0.035396430641412735,91.0
pride_and_prejudice_TFamil_P48,worse and,2,-0.06910369917750359,0.06910369917750359,58.0
pride_and_prejudice_TFamil_P48,and that,2,-0.05529517028480768,0.05529517028480768,75.0
pride_and_prejudice_TFamil_P48,that she,2,0.05754655506461859,0.05754655506461859,71.0
pride_and_prejudice_TFamil_P48,she could,2,0.08162059262394905,0.08162059262394905,49.0
pride_and_prejudice_TFamil_P48,could not,2,-0.1380290500819683,0.1380290500819683,31.0
pride_and_prejudice_TFamil_P48,not leave,2,-0.06487482786178589,0.06487482786178589,64.0
pride_and_prejudice_TFamil_P48,leave her.,2,1.542930006980896,1.542930006980896,5.0
pride_and_prejudice_TFamil_P48,her. Bingley,2,1.3783459961414337,1.3783459961414337,7.0
pride_and_prejudice_TFamil_P48,Bingley urged,2,0.42504099011421204,0.42504099011421204,20.0
pride_and_prejudice_TFamil_P48,urged that,2,0.8985610008239746,0.8985610008239746,11.0
pride_and_prejudice_TFamil_P48,that Mr.,2,0.6646166145801544,0.6646166145801544,14.0
pride_and_prejudice_TFamil_P48,Mr. Jones,2,0.3234279528260231,0.3234279528260231,22.0
pride_and_prejudice_TFamil_P48,Jones be,2,0.14687880128622055,0.14687880128622055,29.0
pride_and_prejudice_TFamil_P48,be sent,2,0.1109541654586792,0.1109541654586792,37.0
pride_and_prejudice_TFamil_P48,sent for,2,0.05331427603960037,0.05331427603960037,78.0
pride_and_prejudice_TFamil_P48,for immediately;,2,0.018597673624753952,0.018597673624753952,111.0
pride_and_prejudice_TFamil_P48,immediately; while,2,-0.02142159268260002,0.02142159268260002,106.0
pride_and_prejudice_TFamil_P48,while his,2,-0.03139625862240791,0.03139625862240791,96.0
pride_and_prejudice_TFamil_P48,"his sisters,",2,-0.03306687530130148,0.03306687530130148,94.0
pride_and_prejudice_TFamil_P48,"sisters, convinced",2,0.0603537829592824,0.0603537829592824,67.0
pride_and_prejudice_TFamil_P48,convinced that,2,0.096465814858675,0.096465814858675,45.0
pride_and_prejudice_TFamil_P48,that no,2,0.04625113867223263,0.04625113867223263,83.0
pride_and_prejudice_TFamil_P48,no country,2,0.019445019774138927,0.019445019774138927,110.0
pride_and_prejudice_TFamil_P48,country remedy,2,0.01284016389399767,0.01284016389399767,115.0
pride_and_prejudice_TFamil_P48,remedy could,2,0.029160020872950554,0.029160020872950554,101.0
pride_and_prejudice_TFamil_P48,could be,2,0.03269799239933491,0.03269799239933491,95.0
pride_and_prejudice_TFamil_P48,"be effective,",2,0.1263425014913082,0.1263425014913082,35.0
pride_and_prejudice_TFamil_P48,"effective, recommended",2,0.14196601882576942,0.14196601882576942,30.0
pride_and_prejudice_TFamil_P48,recommended an,2,0.001255318522453308,0.001255318522453308,124.0
pride_and_prejudice_TFamil_P48,an express,2,-0.030532867182046175,0.030532867182046175,97.0
pride_and_prejudice_TFamil_P48,express to,2,-0.021154180634766817,0.021154180634766817,107.0
pride_and_prejudice_TFamil_P48,to town,2,-0.012003269046545029,0.012003269046545029,116.0
pride_and_prejudice_TFamil_P48,town for,2,0.008136883843690157,0.008136883843690157,118.0
pride_and_prejudice_TFamil_P48,for one,2,-0.007968367543071508,0.007968367543071508,119.0
pride_and_prejudice_TFamil_P48,one of,2,0.03434182144701481,0.03434182144701481,92.0
pride_and_prejudice_TFamil_P48,of the,2,0.0661045890301466,0.0661045890301466,63.0
pride_and_prejudice_TFamil_P48,the most,2,-0.079562122002244,0.079562122002244,51.0
pride_and_prejudice_TFamil_P48,most eminent,2,-0.1362883523106575,0.1362883523106575,33.0
pride_and_prejudice_TFamil_P48,eminent physicians.,2,1.10044065117836,1.10044065117836,9.0
pride_and_prejudice_TFamil_P48,physicians. This,2,1.4869013130664825,1.4869013130664825,6.0
pride_and_prejudice_TFamil_P48,This she,2,0.46369215846061707,0.46369215846061707,19.0
pride_and_prejudice_TFamil_P48,she would,2,0.0464480035007,0.0464480035007,82.0
pride_and_prejudice_TFamil_P48,would not,2,-0.08951736614108086,0.08951736614108086,48.0
pride_and_prejudice_TFamil_P48,not hear,2,-0.058865513652563095,0.058865513652563095,69.0
pride_and_prejudice_TFamil_P48,hear of;,2,0.008267276920378208,0.008267276920378208,117.0
pride_and_prejudice_TFamil_P48,of; yet,2,0.09215950313955545,0.09215950313955545,47.0
pride_and_prejudice_TFamil_P48,yet she,2,0.04018191248178482,0.04018191248178482,89.0
pride_and_prejudice_TFamil_P48,she was,2,-0.0077630202285945415,0.0077630202285945415,120.0
pride_and_prejudice_TFamil_P48,was not,2,-0.0330900396220386,0.0330900396220386,93.0
pride_and_prejudice_TFamil_P48,not entirely,2,-0.00036464259028434753,0.00036464259028434753,126.0
pride_and_prejudice_TFamil_P48,entirely unwilling,2,0.07305401936173439,0.07305401936173439,55.0
pride_and_prejudice_TFamil_P48,unwilling to,2,0.07907184585928917,0.07907184585928917,52.0
pride_and_prejudice_TFamil_P48,to accede,2,0.040794214233756065,0.040794214233756065,86.0
pride_and_prejudice_TFamil_P48,accede to,2,0.0175236314535141,0.0175236314535141,113.0
pride_and_prejudice_TFamil_P48,to her,2,0.042622411623597145,0.042622411623597145,84.0
pride_and_prejudice_TFamil_P48,her brotherâĢĻs,2,0.029699470847845078,0.029699470847845078,99.0
pride_and_prejudice_TFamil_P48,"brotherâĢĻs proposal,",2,0.07624923065304756,0.07624923065304756,53.0
pride_and_prejudice_TFamil_P48,"proposal, and",2,0.06799812871031463,0.06799812871031463,60.0
pride_and_prejudice_TFamil_P48,and it,2,-0.013290009694173932,0.013290009694173932,114.0
pride_and_prejudice_TFamil_P48,it was,2,-0.017576522193849087,0.017576522193849087,112.0
pride_and_prejudice_TFamil_P48,was settled,2,-0.026581634767353535,0.026581634767353535,103.0
pride_and_prejudice_TFamil_P48,settled that,2,-0.05412748083472252,0.05412748083472252,76.0
pride_and_prejudice_TFamil_P48,that Mr.,2,0.5951327048242092,0.5951327048242092,16.0
pride_and_prejudice_TFamil_P48,Mr. Jones,2,0.6713009104132652,0.6713009104132652,13.0
pride_and_prejudice_TFamil_P48,Jones should,2,0.0710429772734642,0.0710429772734642,56.0
pride_and_prejudice_TFamil_P48,should be,2,0.020717536099255085,0.020717536099255085,109.0
pride_and_prejudice_TFamil_P48,be dispatched,2,0.037119449116289616,0.037119449116289616,90.0
pride_and_prejudice_TFamil_P48,dispatched early,2,0.06772380694746971,0.06772380694746971,61.0
pride_and_prejudice_TFamil_P48,early the,2,0.0989779531955719,0.0989779531955719,43.0
pride_and_prejudice_TFamil_P48,the following,2,0.0013318061828613281,0.0013318061828613281,123.0
pride_and_prejudice_TFamil_P48,following morning,2,-0.2997710704803467,0.2997710704803467,23.0
pride_and_prejudice_TFamil_P48,morning should,2,-0.363360732793808,0.363360732793808,21.0
pride_and_prejudice_TFamil_P48,should Miss,2,-0.10300556942820549,0.10300556942820549,40.0
pride_and_prejudice_TFamil_P48,Miss Bennet,2,-0.11710724234580994,0.11710724234580994,36.0
pride_and_prejudice_TFamil_P48,Bennet not,2,-0.17745661921799183,0.17745661921799183,28.0
pride_and_prejudice_TFamil_P48,not be,2,-0.06144184432923794,0.06144184432923794,65.0
pride_and_prejudice_TFamil_P48,be decidedly,2,-1.1229386553168297,1.1229386553168297,8.0
pride_and_prejudice_TFamil_P48,decidedly better.,2,-3.9931885600090027,3.9931885600090027,2.0
pride_and_prejudice_TFamil_P48,better. Bingley,2,-5.097049176692963,5.097049176692963,1.0
pride_and_prejudice_TFamil_P48,Bingley was,2,-2.488061010837555,2.488061010837555,3.0
pride_and_prejudice_TFamil_P48,was quite,2,-0.19644448161125183,0.19644448161125183,27.0
pride_and_prejudice_TFamil_P48,quite uncomfortable;,2,-0.52344561368227,0.52344561368227,17.0
pride_and_prejudice_TFamil_P48,uncomfortable; his,2,-0.6081870682537556,0.6081870682537556,15.0
pride_and_prejudice_TFamil_P48,his sisters,2,-0.2279987446963787,0.2279987446963787,26.0
pride_and_prejudice_TFamil_P48,sisters declared,2,-0.09525182843208313,0.09525182843208313,46.0
pride_and_prejudice_TFamil_P48,declared themselves,2,-0.27892863750457764,0.27892863750457764,25.0
pride_and_prejudice_TFamil_P48,themselves miserable.,2,0.7376406714320183,0.7376406714320183,12.0
pride_and_prejudice_TFamil_P48,miserable. They,2,1.588219754397869,1.588219754397869,4.0
pride_and_prejudice_TFamil_P48,They assuaged,2,0.9431442525237799,0.9431442525237799,10.0
pride_and_prejudice_TFamil_P48,assuaged their,2,0.4640715215355158,0.4640715215355158,18.0
pride_and_prejudice_TFamil_P48,their wretchedness,2,0.004198595881462097,0.004198595881462097,122.0
pride_and_prejudice_TFamil_P48,wretchedness by,2,0.07503765169531107,0.07503765169531107,54.0
pride_and_prejudice_TFamil_P48,by singing,2,0.056320116855204105,0.056320116855204105,74.0
pride_and_prejudice_TFamil_P48,singing duets,2,0.10561554878950119,0.10561554878950119,39.0
pride_and_prejudice_TFamil_P48,duets after,2,0.1011071726679802,0.1011071726679802,41.0
pride_and_prejudice_TFamil_P48,"after supper,",2,0.10062546841800213,0.10062546841800213,42.0
pride_and_prejudice_TFamil_P48,"supper, while",2,0.07962571457028389,0.07962571457028389,50.0
pride_and_prejudice_TFamil_P48,while he,2,0.030427592806518078,0.030427592806518078,98.0
pride_and_prejudice_TFamil_P48,he found,2,0.0661734277382493,0.0661734277382493,62.0
pride_and_prejudice_TFamil_P48,found relief,2,0.021674146875739098,0.021674146875739098,105.0
pride_and_prejudice_TFamil_P48,relief in,2,0.0401866789907217,0.0401866789907217,88.0
pride_and_prejudice_TFamil_P48,in giving,2,0.06815258134156466,0.06815258134156466,59.0
pride_and_prejudice_TFamil_P48,giving his,2,0.0006685275584459305,0.0006685275584459305,125.0
pride_and_prejudice_TFamil_P48,his housekeeper,2,0.020861306227743626,0.020861306227743626,108.0
pride_and_prejudice_TFamil_P48,housekeeper instructions,2,0.04670305177569389,0.04670305177569389,81.0
pride_and_prejudice_TFamil_P48,instructions to,2,0.05696989595890045,0.05696989595890045,72.0
pride_and_prejudice_TFamil_P48,to ensure,2,0.07008148729801178,0.07008148729801178,57.0
pride_and_prejudice_TFamil_P48,ensure every,2,0.05978076905012131,0.05978076905012131,68.0
pride_and_prejudice_TFamil_P48,every possible,2,0.04035135731101036,0.04035135731101036,87.0
pride_and_prejudice_TFamil_P48,possible attention,2,0.05147304758429527,0.05147304758429527,79.0
pride_and_prejudice_TFamil_P48,attention to,2,0.053888481110334396,0.053888481110334396,77.0
pride_and_prejudice_TFamil_P48,to the,2,0.02823964785784483,0.02823964785784483,102.0
pride_and_prejudice_TFamil_P48,the sick,2,0.0002782801166176796,0.0002782801166176796,127.0
pride_and_prejudice_TFamil_P48,sick lady,2,-0.005416014697402716,0.005416014697402716,121.0
pride_and_prejudice_TFamil_P48,lady and,2,-0.041148833464831114,0.041148833464831114,85.0
pride_and_prejudice_TFamil_P48,and her,2,-0.09823714569211006,0.09823714569211006,44.0
pride_and_prejudice_TFamil_P48,her sister.,2,0.28376835584640503,0.28376835584640503,24.0
pride_and_prejudice_TFamil_P48,Elizabeth rejoined them,3,0.15280750673264265,0.15280750673264265,39.0
pride_and_prejudice_TFamil_P48,rejoined them only,3,0.05697119515389204,0.05697119515389204,86.0
pride_and_prejudice_TFamil_P48,them only to,3,0.045022803358733654,0.045022803358733654,96.0
pride_and_prejudice_TFamil_P48,only to say,3,0.06565304286777973,0.06565304286777973,77.0
pride_and_prejudice_TFamil_P48,to say that,3,0.08098638243973255,0.08098638243973255,65.0
pride_and_prejudice_TFamil_P48,say that her,3,0.09483731538057327,0.09483731538057327,58.0
pride_and_prejudice_TFamil_P48,that her sister,3,0.13290075585246086,0.13290075585246086,45.0
pride_and_prejudice_TFamil_P48,her sister was,3,0.16456415876746178,0.16456415876746178,37.0
pride_and_prejudice_TFamil_P48,sister was worse,3,0.10943939164280891,0.10943939164280891,54.0
pride_and_prejudice_TFamil_P48,was worse and,3,-0.01303761824965477,0.01303761824965477,119.0
pride_and_prejudice_TFamil_P48,worse and that,3,-0.07596482057124376,0.07596482057124376,68.0
pride_and_prejudice_TFamil_P48,and that she,3,0.009112506173551083,0.009112506173551083,122.0
pride_and_prejudice_TFamil_P48,that she could,3,0.07475947123020887,0.07475947123020887,73.0
pride_and_prejudice_TFamil_P48,she could not,3,-0.07362137362360954,0.07362137362360954,74.0
pride_and_prejudice_TFamil_P48,could not leave,3,-0.0476619116961956,0.0476619116961956,91.0
pride_and_prejudice_TFamil_P48,not leave her.,3,1.3876880407333374,1.3876880407333374,10.0
pride_and_prejudice_TFamil_P48,leave her. Bingley,3,1.4687131345272064,1.4687131345272064,8.0
pride_and_prejudice_TFamil_P48,her. Bingley urged,3,1.8776038587093353,1.8776038587093353,6.0
pride_and_prejudice_TFamil_P48,Bingley urged that,3,0.824344128370285,0.824344128370285,18.0
pride_and_prejudice_TFamil_P48,urged that Mr.,3,1.163874477148056,1.163874477148056,11.0
pride_and_prejudice_TFamil_P48,that Mr. Jones,3,0.7227310910820961,0.7227310910820961,20.0
pride_and_prejudice_TFamil_P48,Mr. Jones be,3,0.41219227761030197,0.41219227761030197,28.0
pride_and_prejudice_TFamil_P48,Jones be sent,3,0.16906864196062088,0.16906864196062088,35.0
pride_and_prejudice_TFamil_P48,be sent for,3,0.14207860082387924,0.14207860082387924,42.0
pride_and_prejudice_TFamil_P48,sent for immediately;,3,0.04078751429915428,0.04078751429915428,100.0
pride_and_prejudice_TFamil_P48,for immediately; while,3,0.009702842682600021,0.009702842682600021,121.0
pride_and_prejudice_TFamil_P48,immediately; while his,3,-0.043923020362854004,0.043923020362854004,98.0
pride_and_prejudice_TFamil_P48,"while his sisters,",3,-0.04196170624345541,0.04196170624345541,99.0
pride_and_prejudice_TFamil_P48,"his sisters, convinced",3,0.037852355279028416,0.037852355279028416,105.0
pride_and_prejudice_TFamil_P48,"sisters, convinced that",3,0.0859003672376275,0.0859003672376275,62.0
pride_and_prejudice_TFamil_P48,convinced that no,3,0.11717036925256252,0.11717036925256252,48.0
pride_and_prejudice_TFamil_P48,that no country,3,0.044991604052484035,0.044991604052484035,97.0
pride_and_prejudice_TFamil_P48,no country remedy,3,0.03354471828788519,0.03354471828788519,108.0
pride_and_prejudice_TFamil_P48,country remedy could,3,0.02790048625320196,0.02790048625320196,110.0
pride_and_prejudice_TFamil_P48,remedy could be,3,0.04679769091308117,0.04679769091308117,92.0
pride_and_prejudice_TFamil_P48,"could be effective,",3,0.1414028238505125,0.1414028238505125,44.0
pride_and_prejudice_TFamil_P48,"be effective, recommended",3,0.15960368886590004,0.15960368886590004,38.0
pride_and_prejudice_TFamil_P48,"effective, recommended an",3,0.1099601499736309,0.1099601499736309,53.0
pride_and_prejudice_TFamil_P48,recommended an express,3,0.0027283201925456524,0.0027283201925456524,124.0
pride_and_prejudice_TFamil_P48,an express to,3,-0.053160049486905336,0.053160049486905336,88.0
pride_and_prejudice_TFamil_P48,express to town,3,-0.010530267376452684,0.010530267376452684,120.0
pride_and_prejudice_TFamil_P48,to town for,3,-0.014490298461169004,0.014490298461169004,118.0
pride_and_prejudice_TFamil_P48,town for one,3,0.0026555457152426243,0.0026555457152426243,125.0
pride_and_prejudice_TFamil_P48,for one of,3,0.03185479203239083,0.03185479203239083,109.0
pride_and_prejudice_TFamil_P48,one of the,3,0.060623250901699066,0.060623250901699066,83.0
pride_and_prejudice_TFamil_P48,of the most,3,-0.039738962426781654,0.039738962426781654,101.0
pride_and_prejudice_TFamil_P48,the most eminent,3,-0.11000692285597324,0.11000692285597324,52.0
pride_and_prejudice_TFamil_P48,most eminent physicians.,3,0.9945970997214317,0.9945970997214317,14.0
pride_and_prejudice_TFamil_P48,eminent physicians. This,3,1.4564565122127533,1.4564565122127533,9.0
pride_and_prejudice_TFamil_P48,physicians. This she,3,1.5945776104927063,1.5945776104927063,7.0
pride_and_prejudice_TFamil_P48,This she would,3,0.4024638645350933,0.4024638645350933,29.0
